Id;Kód MU;Zahájení;Název projektu;Řešitel (MU);UČO;Ukončení;Role MU;Investor/Program/Podprogram;HS/součást MU;Pracoviště HS/součásti;Další HS/součást MU;Finance pro MU;- měna;Apl. výzkum;Anotace;Příslušné pracoviště MU
63551;MUNI/A/1450/2021;1.1.2022;Unresolved issues and new methods for the assessment of electrocardiographic signal and myocardial structures III.;doc. MUDr. Tomáš Novotný, Ph.D.;45763;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Interní kardiologická klinika;;482 000;Kč;Ne;"Head and neck squamous cell carcinoma (HNSCC) is considered one of the malignancies with the most serious impact on the quality of life of patients, which is mainly due to late detection, relatively low response to treatment and development of resistance to therapy. In recent years, it has become clear that cells within the tumor stroma fundamentally influence the behavior of tumor cells. Tumor-associated fibroblasts (CAFs) are the predominant cell type in the tumor stroma and their effect is often to maintain a favorable microenvironment for tumor cell growth and proliferation. It has been shown that CAFs residing in the vicinity of tumor cells can profoundly influence their properties. Coculture experiments of CAFs with tumor cells revealed the production of various tumor-promoting cytokines, chemokines, ECM components, growth factors and MMPs. However, CAFs show great heterogeneity and can reveal both tumor-promoting and tumor-inhibiting activity. In this study, we would like to focus on the rare interaction of CAFs with metastatic cells. In particular, the focus will be on the metabolic changes and the impact of these changes on the migratory potential of the studied cells. Commercial HNSCC lines Detroit-562 and FaDu (A TCC) and media conditioned with CAFs derived from HNSCC patient tissue will be used for the experiments. Changes in tumor cell metabolism due to the conditioned media will be monitored at both the mRNA expression profile (qRT-PCR; Roche) and protein level (IF/ELISA). Cell metabolic activity (OCR and ECAR) will be measured before and after the addition of conditioned media (Seahorse XF Assay; Agilent) and lactate assay (Lactate Assay Kit; Abcam) will also be performed to serve as a marker of glycolysis. The effect of metabolic cell shift (OXPHOS versus glycolysis) on migration potential (Multimodal Holographic Microscope Q-PHASE; Tescan) will be investigated longer.";Odbor výzkumu (OV)
63550;MUNI/A/1457/2021;1.1.2022;Evaluation of Innovative Procedures in Plastic and Reconstructive Surgery II;MUDr. Zdeněk Dvořák, Ph.D.;16688;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Klinika plastické a estet.chirurgie;;483 000;Kč;Ne;DNA double-strand breaks are the most serious DNA lesions. Immunofluorescence microscopy of the repair foci of these breaks (yH2AX + 53BP1) currently represents the gold standard in their quantification. In this project, a proprietary break quantification tool will be developed using machine learning, image segmentation and classification methods using logistic regression.;Odbor výzkumu (OV)
63549;MUNI/A/1462/2021;1.1.2022;New imaging, computational and analytical methods in the diagnosis and monitoring of cardiovascular diseases;MUDr. Martin Pešl, Ph.D.;60014;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;I. interní kardioangiolog. klinika;;964 000;Kč;Ne; The proposed method will be validated on several test sets: (1) primary tumor cell cultures derived from head and neck cancer patients, highly heterogeneous with respect to the yH2AX + 53BP1 trait and (2) normal human skin fibroblast and glioblastoma cell lines (U87).;Odbor výzkumu (OV)
63593;MUNI/B/1284/2021;1.1.2022;Student Scientific Conference LF MU 2022;MUDr. Michal Jurajda, Ph.D.;24045;31.12.2022;Příjemce;MU / Specifický výzkum - studentské vědecké konference;LF;Ústav patologické fyziologie;;260 000;Kč;Ne; This project aims to offer rapid semi-automated quantification of DNA repair foci with high reproducibility. Unlike published approaches, it will allow 3D image analysis and can be trained for specific data. Therefore, the accuracy of expert manual analysis can be achieved and additional information about the properties of DNA breaks can be extracted. The aim is to produce an IF publication describing this tool and at the same time provide codes to enable replicability of this approach in other laboratories.;Odbor výzkumu (OV)
65398;MUNI/C/0063/2022;1.3.2022;Home-grown vegetables: evaluation of the content of essential and toxic elements;Bc. Monika Vychytilová;457451;28.02.2023;Příjemce;MU / GA MU / Podpora vynikajících diplomových prací;LF;Ústav veřejného zdraví;;57 000;Kč;Ne;The project focuses on the development of clinical applications of fMRI neurofeedback. It is an innovative method, which was first introduced in the Czech Republic at our workplace thanks to foreign cooperation with the Central Institute for Mental Health in Mannheim;Odbor výzkumu (OV)
65618;MUNI/C/1697/2021;1.3.2022;The effect of type I diabetes on the lens density of the eye;Bc. Klaudia Kalinayová;486857;28.02.2023;Příjemce;MU / GA MU / Podpora vynikajících diplomových prací;LF;Kat.optometrie a ortoptiky;;33 000;Kč;Ne;, Germany. During fMRI neurofeedback, the current level of activity of a certain brain region is extracted in real time, which is then also projected in real time to the participant in the MRI. The participant's task is then to learn how to deliberately influence the activity of the brain area in the desired direction using the feedback. fMRI neurofeedback can be used to train different brain areas depending on which function is appropriate to influence in a given population. So far, we have conducted a pilot study with healthy human subjects on fMRI neurofeedback of the amygdala. fMRI neurofeedback of the amygdala is a suitable training protocol for training emotion regulation in patients with disorders of this function (e.g. patients with borderline personality disorder or affective disorders). fMRI neurofeedback also offers possibilities for interdisciplinary clinical use, i.e. beyond patients with mental disorders. The current project focuses on investigating the methodology and efficacy of fMRI neurofeedback in healthy subjects in three different brain regions: the amygdala, premotor cortex and auditory cortex. Subsequently, a pilot study with patients will be conducted with the aim of implementing amygdala neurofeedback in the treatment of patients with borderline personality disorder, premotor cortex neurofeedback in motor rehabilitation in patients with motor dysfunction, and auditory cortex neurofeedback in the treatment of patients with tinnitus.;Odbor výzkumu (OV)
65522;MUNI/C/1698/2021;1.3.2022;Correlation between refractive errors and migraine;Bc. Veronika Koňaříková;486836;28.02.2023;Příjemce;MU / GA MU / Podpora vynikajících diplomových prací;LF;Kat.optometrie a ortoptiky;;30 000;Kč;Ne;The research task consists of three subprojects, all of which are linked by genetic analysis of the oral microbiome and its changes in relation to individual diseases of the orofacial system.;Odbor výzkumu (OV)
66058;MUNI/F/0197/2022;19.3.2022;Providing external consulting services for the preparation of the TEAMING project at the Faculty of Arts, Phase II.;doc. MUDr. Regina Demlová, Ph.D.;24063;08.09.2022;Příjemce;MU / GA MU / HORIZONS;LF;Farmakologický ústav;;165 000;Kč;Ne;a) Oral microbiota in patients with oral cancer;Odbor výzkumu (OV)
65518;MUNI/G/1002/2021;1.4.2022;Insight into CAIX structure and function and design of selective inhibitors as potential anti-cancer drugs;doc. RNDr. Mgr. Jozef Hritz, Ph.D.;107254;31.12.2024;Příjemce;MU / GA MU / INTERDISCIPLINARY;PřF;Ústav chemie;LF, FaF;;Kč;Ne;The aim of the subproject focused on the relationship between oral microbiota and oral cavity cancer (OSCC) is to determine the risk factors for the development of cancer using molecular genetic techniques - next generation sequencing (NGS). This goal can be developed in a follow-up study where the genetic profile of the patient and somatic mutations in the affected tissue would also be determined and the interrelationships between the microbiota and the host in the context of OSCC;Odbor výzkumu (OV)
63857;MUNI/IGA/0954/2021;1.1.2022;Mechanobiology in prostate cancer: tumour aggressiveness associated with cell stiffness;Ing. Jiří Navrátil;424002;31.12.2022;Příjemce;MU / IGA MU;LF;Ústav patologické fyziologie;;479 160;Kč;Ne;would be analyzed.;Odbor výzkumu (OV)
63859;MUNI/IGA/1104/2021;1.1.2022;COVID-19 Vaccines Safety Tracking in the Czech Republic;Abanoub Riad;489804;31.12.2022;Příjemce;MU / IGA MU;LF;České národní centrum EBHC-KT;;479 160;Kč;Ne;b) Sleep and orthodontic anomalies - their interrelationship, aetiopathogenesis and analysis of microbiome alteration in patients undergoing orthognathic surgery;Odbor výzkumu (OV)
63848;MUNI/IGA/1108/2021;1.1.2022;Understanding the eIF4F role in melanoma;Mgr. Bc. Karolína Smolková;451389;31.12.2022;Příjemce;MU / IGA MU;LF;Výzkumná skupina Stjepana Uldrijana;;479 160;Kč;Ne;The aim of the project in patients with sleep apnoea syndrome (OSA) is to monitor the prevalence of skeletally based orthodontic anomalies and to analyse the effect of orthognathic surgery on the oral microbiome. The;Odbor výzkumu (OV)
63807;MUNI/IGA/1113/2021;1.1.2022;Crosstalk between energy-sensing pathways in melanoma;Mgr. Kateřina Koždoňová;459395;31.12.2022;Příjemce;MU / IGA MU;LF;Výzkumná skupina Stjepana Uldrijana;;479 160;Kč;Ne;analysis of genes encoding proteins involved in the aetiopathogenesis of OSA and skeletally related orthodontic anomalies using PCR techniques is planned.;Odbor výzkumu (OV)
63845;MUNI/IGA/1127/2021;1.1.2022;Molecular organization of the zygotic spindle apparatus in non-rodent embryos;MUDr. Volodymyr Porokh;450822;31.12.2022;Příjemce;MU / IGA MU;LF;Ústav histologie a embryologie;;479 160;Kč;Ne;c) Molecular aetiopathogenesis of periodontal disease, odontogenic cysts and ameloblastoma;Odbor výzkumu (OV)
63858;MUNI/IGA/1162/2021;1.1.2022;The effect of regular exercise on the clinical status and paraspinal muscles in patients with chronic low back pain;MUDr. Peter Krkoška;410865;31.12.2022;Příjemce;MU / IGA MU;LF;Neurologická klinika;;479 160;Kč;Ne;The aim of the subproject focused on the molecular aetiopathogenesis of periodontitis, apical periodontitis, odontogenic cysts and ameloblastoma is to improve the diagnosis, determination of risk factors for their occurrence and development. Genetic predispositions will be identified, expression profiles determined and the oral microbiome analyzed using molecular biological methodologies.;Odbor výzkumu (OV)
